date,hour,rentals,temp,humidity,rainfall,is_weekend,rainfall_log
2018-05-22,15,163,21.1,72,0.1,0,0.095
2018-05-22,16,86,19.5,80,0.4,0,0.336
2018-05-22,17,50,18.6,84,1.0,0,0.693
2018-05-22,18,30,17.9,93,2.0,0,1.099
2018-05-22,19,45,17.6,93,1.5,0,0.916
2018-05-22,20,30,17.2,85,0.5,0,0.405
2018-05-22,21,58,17.0,85,0.5,0,0.405
2018-05-22,22,29,16.8,87,0.5,0,0.405
2018-05-22,23,18,16.3,96,2.5,0,1.253
2018-05-23,0,32,15.8,97,3.5,0,1.504
2018-05-23,1,25,15.3,97,3.0,0,1.386
2018-05-23,2,34,15.0,97,3.0,0,1.386
2018-05-23,3,43,14.9,96,0.5,0,0.405
2018-05-23,4,59,15.0,97,0.0,0,0.0
2018-05-23,5,152,14.6,87,0.0,0,0.0
2018-05-23,6,436,13.9,83,0.0,0,0.0
2018-05-23,7,1241,13.6,75,0.0,0,0.0
2018-05-23,8,2035,14.6,70,0.0,0,0.0
2018-05-23,9,1125,16.0,60,0.0,0,0.0
2018-05-23,10,871,17.9,56,0.0,0,0.0
2018-05-23,11,1012,18.9,42,0.0,0,0.0
2018-05-23,12,1216,20.1,37,0.0,0,0.0
2018-05-23,13,1167,20.9,33,0.0,0,0.0
2018-05-23,14,1183,22.0,33,0.0,0,0.0
2018-05-23,15,1332,23.0,29,0.0,0,0.0
2018-05-23,16,1563,23.0,33,0.0,0,0.0
2018-05-23,17,2069,22.4,39,0.0,0,0.0
2018-05-23,18,3123,21.7,40,0.0,0,0.0
2018-05-23,19,2454,18.8,52,0.0,0,0.0
2018-05-23,20,2001,16.7,61,0.0,0,0.0
2018-05-23,21,1833,15.4,61,0.0,0,0.0
2018-05-23,22,1588,14.8,59,0.0,0,0.0
2018-05-23,23,1080,14.6,54,0.0,0,0.0
2018-05-24,0,778,13.7,51,0.0,0,0.0
2018-05-24,1,578,12.9,62,0.0,0,0.0
2018-05-24,2,385,12.5,54,0.0,0,0.0
2018-05-24,3,265,12.1,64,0.0,0,0.0
2018-05-24,4,161,11.7,64,0.0,0,0.0
2018-05-24,5,205,11.3,64,0.0,0,0.0
2018-05-24,6,530,11.4,67,0.0,0,0.0
2018-05-24,7,1390,12.5,61,0.0,0,0.0
2018-05-24,8,2081,15.2,50,0.0,0,0.0
2018-05-24,9,1226,17.6,30,0.0,0,0.0
2018-05-24,10,880,19.9,27,0.0,0,0.0
2018-05-24,11,922,21.5,30,0.0,0,0.0
2018-05-24,12,1087,22.1,36,0.0,0,0.0
2018-05-24,13,1078,23.3,35,0.0,0,0.0
2018-05-24,14,1059,23.2,36,0.0,0,0.0
2018-05-24,15,1174,23.5,36,0.0,0,0.0
2018-05-24,16,1455,23.5,36,0.0,0,0.0
2018-05-24,17,1863,23.4,38,0.0,0,0.0
2018-05-24,18,2825,22.6,39,0.0,0,0.0
2018-05-24,19,2334,21.1,44,0.0,0,0.0
2018-05-24,20,1902,20.0,46,0.0,0,0.0
2018-05-24,21,1838,19.3,50,0.0,0,0.0
2018-05-24,22,1678,18.6,54,0.0,0,0.0
2018-05-24,23,1087,18.1,56,0.0,0,0.0
2018-05-25,0,831,17.6,57,0.0,0,0.0
2018-05-25,1,610,16.9,61,0.0,0,0.0
2018-05-25,2,437,16.1,70,0.0,0,0.0
2018-05-25,3,286,15.4,71,0.0,0,0.0
2018-05-25,4,188,14.8,71,0.0,0,0.0
2018-05-25,5,201,14.3,75,0.0,0,0.0
2018-05-25,6,531,13.8,74,0.0,0,0.0
2018-05-25,7,1250,14.4,66,0.0,0,0.0
2018-05-25,8,1996,17.1,57,0.0,0,0.0
2018-05-25,9,1121,19.5,44,0.0,0,0.0
2018-05-25,10,819,21.4,30,0.0,0,0.0
2018-05-25,11,959,23.1,30,0.0,0,0.0
2018-05-25,12,1082,24.4,24,0.0,0,0.0
2018-05-25,13,1106,25.6,26,0.0,0,0.0
2018-05-25,14,1161,26.0,23,0.0,0,0.0
2018-05-25,15,1306,25.1,25,0.0,0,0.0
2018-05-25,16,1533,24.3,27,0.0,0,0.0
2018-05-25,17,2013,23.6,28,0.0,0,0.0
2018-05-25,18,2916,23.3,32,0.0,0,0.0
2018-05-25,19,2227,22.0,40,0.0,0,0.0
2018-05-25,20,1905,20.4,45,0.0,0,0.0
2018-05-25,21,1740,19.1,50,0.0,0,0.0
2018-05-25,22,1630,18.3,54,0.0,0,0.0
2018-05-25,23,1209,17.6,55,0.0,0,0.0
2018-05-26,0,987,17.0,59,0.0,1,0.0
2018-05-26,1,837,16.2,63,0.0,1,0.0
2018-05-26,2,572,15.8,66,0.0,1,0.0
2018-05-26,3,419,15.3,69,0.0,1,0.0
2018-05-26,4,232,14.8,73,0.0,1,0.0
2018-05-26,5,198,14.4,73,0.0,1,0.0
2018-05-26,6,299,14.2,72,0.0,1,0.0
2018-05-26,7,503,15.0,64,0.0,1,0.0
2018-05-26,8,763,17.8,52,0.0,1,0.0
2018-05-26,9,992,20.6,43,0.0,1,0.0
2018-05-26,10,1010,23.2,41,0.0,1,0.0
2018-05-26,11,1164,24.8,34,0.0,1,0.0
2018-05-26,12,1285,26.2,31,0.0,1,0.0
2018-05-26,13,1441,27.8,31,0.0,1,0.0
2018-05-26,14,1448,28.3,30,0.0,1,0.0
2018-05-26,15,1575,29.4,30,0.0,1,0.0
2018-05-26,16,1690,29.0,31,0.0,1,0.0
2018-05-26,17,1886,27.9,34,0.0,1,0.0
2018-05-26,18,2020,27.0,33,0.0,1,0.0
2018-05-26,19,1985,24.9,46,0.0,1,0.0
2018-05-26,20,1909,22.3,50,0.0,1,0.0
2018-05-26,21,1851,21.7,58,0.0,1,0.0
2018-05-26,22,1683,21.2,60,0.0,1,0.0
2018-05-26,23,1330,20.7,63,0.0,1,0.0
2018-05-27,0,1089,20.1,65,0.0,1,0.0
2018-05-27,1,799,19.8,61,0.0,1,0.0
2018-05-27,2,555,19.0,62,0.0,1,0.0
2018-05-27,3,423,18.5,62,0.0,1,0.0
2018-05-27,4,208,17.9,59,0.0,1,0.0
2018-05-27,6,234,17.3,62,0.0,1,0.0
2018-05-27,8,608,18.3,51,0.0,1,0.0
2018-05-27,9,762,19.5,43,0.0,1,0.0
2018-05-27,10,821,21.6,33,0.0,1,0.0
2018-05-27,11,1004,22.3,33,0.0,1,0.0
2018-05-27,12,1404,23.4,38,0.0,1,0.0
2018-05-27,13,1579,24.3,37,0.0,1,0.0
2018-05-27,14,1730,24.2,36,0.0,1,0.0
2018-05-27,15,2019,23.9,37,0.0,1,0.0
2018-05-27,16,2242,24.0,36,0.0,1,0.0
2018-05-27,17,2307,23.5,32,0.0,1,0.0
2018-05-27,18,2267,23.0,36,0.0,1,0.0
2018-05-27,19,2207,21.7,38,0.0,1,0.0
2018-05-27,20,2044,20.6,41,0.0,1,0.0
2018-05-27,21,1729,19.5,46,0.0,1,0.0
2018-05-27,22,1374,18.6,50,0.0,1,0.0
2018-05-27,23,1071,17.9,53,0.0,1,0.0
2018-05-28,0,770,17.3,55,0.0,0,0.0
2018-05-28,1,440,16.7,60,0.0,0,0.0
2018-05-28,2,335,16.5,58,0.0,0,0.0
2018-05-28,3,185,17.1,56,0.0,0,0.0
2018-05-28,8,2194,19.5,50,0.0,0,0.0
2018-05-28,9,1131,21.7,48,0.0,0,0.0
2018-05-28,10,828,23.3,49,0.0,0,0.0
2018-05-28,11,986,25.1,45,0.0,0,0.0
2018-05-28,12,1139,26.3,44,0.0,0,0.0
2018-05-28,13,1124,27.7,39,0.0,0,0.0
2018-05-28,14,1128,28.7,36,0.0,0,0.0
2018-05-28,15,1258,28.4,43,0.0,0,0.0
2018-05-28,16,1497,28.1,43,0.0,0,0.0
2018-05-28,17,2060,26.9,45,0.0,0,0.0
2018-05-28,18,3245,26.0,39,0.0,0,0.0
2018-05-28,19,2656,24.4,44,0.0,0,0.0
2018-05-28,20,2252,23.0,49,0.0,0,0.0
2018-05-28,21,2140,21.8,50,0.0,0,0.0
2018-05-28,22,1881,21.1,54,0.0,0,0.0
2018-05-28,23,1247,20.9,53,0.0,0,0.0
2018-05-29,0,841,20.6,54,0.0,0,0.0
2018-05-29,1,721,20.3,55,0.0,0,0.0
2018-05-29,2,466,20.2,56,0.0,0,0.0
2018-05-29,3,285,20.0,58,0.0,0,0.0
2018-05-29,4,204,19.8,60,0.0,0,0.0
2018-05-29,5,252,19.6,64,0.0,0,0.0
2018-05-29,6,625,19.5,64,0.0,0,0.0
2018-05-29,7,1427,19.9,63,0.0,0,0.0
2018-05-29,8,2234,20.5,66,0.0,0,0.0
2018-05-29,9,1192,21.0,67,0.0,0,0.0
2018-05-29,10,893,21.6,68,0.0,0,0.0
2018-05-29,11,949,23.1,63,0.0,0,0.0
2018-05-29,12,1184,23.1,64,0.0,0,0.0
2018-05-29,13,1103,24.2,58,0.0,0,0.0
2018-05-29,14,1174,25.5,53,0.0,0,0.0
2018-05-29,15,1234,25.7,56,0.0,0,0.0
2018-05-29,16,1592,23.6,66,0.0,0,0.0
2018-05-29,17,2022,23.9,65,0.0,0,0.0
2018-05-29,18,2154,23.1,68,0.0,0,0.0
2018-05-29,19,477,22.3,71,0.0,0,0.0
2018-05-29,20,422,20.1,88,1.0,0,0.693
2018-05-29,21,1041,19.9,93,0.0,0,0.0
2018-05-29,22,1121,19.9,85,0.0,0,0.0
2018-05-29,23,742,19.5,89,0.0,0,0.0
2018-05-30,0,507,19.1,84,0.0,0,0.0
2018-05-30,1,570,18.8,84,0.0,0,0.0
2018-05-30,2,422,18.7,83,0.0,0,0.0
2018-05-30,3,238,18.4,86,0.0,0,0.0
2018-05-30,4,167,18.3,84,0.0,0,0.0
2018-05-30,5,239,18.4,84,0.0,0,0.0
2018-05-30,6,505,18.6,84,0.0,0,0.0
2018-05-30,7,1150,18.9,85,0.0,0,0.0
2018-05-30,8,1937,19.3,83,0.0,0,0.0
2018-05-30,9,1200,19.8,79,0.0,0,0.0
2018-05-30,10,916,21.4,71,0.0,0,0.0
2018-05-30,11,975,22.8,66,0.0,0,0.0
2018-05-30,12,1187,23.2,64,0.0,0,0.0
2018-05-30,13,1134,24.0,56,0.0,0,0.0
2018-05-30,14,1119,24.3,58,0.0,0,0.0
2018-05-30,15,1280,24.3,52,0.0,0,0.0
2018-05-30,16,1571,24.7,47,0.0,0,0.0
2018-05-30,17,2166,24.1,41,0.0,0,0.0
2018-05-30,18,3251,23.6,42,0.0,0,0.0
2018-05-30,19,2650,21.2,52,0.0,0,0.0
2018-05-30,20,2224,19.1,64,0.0,0,0.0
2018-05-30,21,2074,18.2,69,0.0,0,0.0
2018-05-30,22,1732,17.3,76,0.0,0,0.0
2018-05-30,23,1158,16.4,80,0.0,0,0.0
2018-05-31,0,844,15.8,82,0.0,0,0.0
2018-05-31,1,610,15.5,82,0.0,0,0.0
2018-05-31,2,470,15.2,84,0.0,0,0.0
2018-05-31,3,328,15.0,84,0.0,0,0.0
2018-05-31,4,188,14.8,85,0.0,0,0.0
2018-05-31,5,265,14.4,82,0.0,0,0.0
2018-05-31,6,646,14.3,82,0.0,0,0.0
2018-05-31,7,1401,14.9,71,0.0,0,0.0
2018-05-31,8,2281,16.9,65,0.0,0,0.0
2018-05-31,9,1277,18.8,59,0.0,0,0.0
2018-05-31,10,936,20.8,54,0.0,0,0.0
2018-05-31,11,979,22.0,54,0.0,0,0.0
2018-05-31,12,1134,23.7,44,0.0,0,0.0
2018-05-31,13,1151,25.0,47,0.0,0,0.0
2018-05-31,14,1164,25.9,43,0.0,0,0.0
2018-05-31,15,1280,26.9,37,0.0,0,0.0
2018-05-31,16,1550,27.3,38,0.0,0,0.0
2018-05-31,17,2047,27.2,42,0.0,0,0.0
2018-05-31,18,3119,26.4,42,0.0,0,0.0
2018-05-31,19,2534,25.2,53,0.0,0,0.0
2018-05-31,20,2164,23.1,58,0.0,0,0.0
2018-05-31,21,2070,21.9,60,0.0,0,0.0
2018-05-31,22,1900,21.1,59,0.0,0,0.0
2018-05-31,23,1343,20.5,62,0.0,0,0.0
2018-06-01,0,963,20.1,63,0.0,0,0.0
2018-06-01,1,776,19.5,65,0.0,0,0.0
2018-06-01,2,554,19.0,72,0.0,0,0.0
2018-06-01,3,366,18.6,72,0.0,0,0.0
2018-06-01,4,265,18.1,76,0.0,0,0.0
2018-06-01,5,306,17.8,75,0.0,0,0.0
2018-06-01,6,672,17.5,76,0.0,0,0.0
2018-06-01,7,1421,18.1,64,0.0,0,0.0
2018-06-01,8,2149,20.6,55,0.0,0,0.0
2018-06-01,9,1219,23.1,52,0.0,0,0.0
2018-06-01,10,862,25.3,45,0.0,0,0.0
2018-06-01,11,1036,26.8,38,0.0,0,0.0
2018-06-01,12,1076,28.2,34,0.0,0,0.0
2018-06-01,13,1093,29.4,33,0.0,0,0.0
2018-06-01,14,1071,29.6,31,0.0,0,0.0
2018-06-01,15,1235,29.9,36,0.0,0,0.0
2018-06-01,16,1488,29.9,34,0.0,0,0.0
2018-06-01,17,2123,29.2,35,0.0,0,0.0
2018-06-01,18,3088,28.5,36,0.0,0,0.0
2018-06-01,19,2505,26.8,35,0.0,0,0.0
2018-06-01,20,2163,25.0,39,0.0,0,0.0
2018-06-01,21,2066,23.5,44,0.0,0,0.0
2018-06-01,22,1991,22.7,44,0.0,0,0.0
2018-06-01,23,1440,21.8,49,0.0,0,0.0
2018-06-02,0,1165,20.9,53,0.0,1,0.0
2018-06-02,1,989,20.2,57,0.0,1,0.0
2018-06-02,2,677,19.6,60,0.0,1,0.0
2018-06-02,3,475,18.9,63,0.0,1,0.0
2018-06-02,4,312,18.3,66,0.0,1,0.0
2018-06-02,5,264,17.8,69,0.0,1,0.0
2018-06-02,6,342,17.7,68,0.0,1,0.0
2018-06-02,7,560,18.1,59,0.0,1,0.0
2018-06-02,8,898,20.4,54,0.0,1,0.0
2018-06-02,9,1005,23.3,43,0.0,1,0.0
2018-06-02,10,1044,25.5,33,0.0,1,0.0
2018-06-02,11,1094,27.3,35,0.0,1,0.0
2018-06-02,12,1253,28.3,30,0.0,1,0.0
2018-06-02,13,1334,29.6,24,0.0,1,0.0
2018-06-02,14,1396,29.8,23,0.0,1,0.0
2018-06-02,15,1535,29.8,24,0.0,1,0.0
2018-06-02,16,1707,29.6,26,0.0,1,0.0
2018-06-02,17,2025,28.9,22,0.0,1,0.0
2018-06-02,18,2246,27.4,29,0.0,1,0.0
2018-06-02,19,2337,25.4,33,0.0,1,0.0
2018-06-02,20,2338,23.4,38,0.0,1,0.0
2018-06-02,21,2238,22.1,44,0.0,1,0.0
2018-06-02,22,1969,21.4,48,0.0,1,0.0
2018-06-02,23,1490,20.6,52,0.0,1,0.0
2018-06-03,0,1248,19.7,55,0.0,1,0.0
2018-06-03,1,902,19.2,57,0.0,1,0.0
2018-06-03,2,673,18.6,60,0.0,1,0.0
2018-06-03,3,437,18.0,64,0.0,1,0.0
2018-06-03,4,294,17.4,65,0.0,1,0.0
2018-06-03,5,193,17.1,66,0.0,1,0.0
2018-06-03,6,228,16.9,62,0.0,1,0.0
2018-06-03,7,423,18.0,54,0.0,1,0.0
2018-06-03,8,659,20.3,47,0.0,1,0.0
2018-06-03,9,831,22.7,39,0.0,1,0.0
2018-06-03,10,938,24.8,34,0.0,1,0.0
2018-06-03,11,977,26.7,30,0.0,1,0.0
2018-06-03,12,1134,28.7,27,0.0,1,0.0
2018-06-03,13,1393,29.4,24,0.0,1,0.0
2018-06-03,14,1399,29.8,26,0.0,1,0.0
2018-06-03,15,1556,30.7,21,0.0,1,0.0
2018-06-03,16,1834,30.4,28,0.0,1,0.0
2018-06-03,17,2131,29.5,29,0.0,1,0.0
2018-06-03,18,2349,29.3,25,0.0,1,0.0
2018-06-03,19,2514,27.4,29,0.0,1,0.0
2018-06-03,20,2460,25.3,32,0.0,1,0.0
2018-06-03,21,2173,24.2,32,0.0,1,0.0
2018-06-03,22,1741,23.0,38,0.0,1,0.0
2018-06-03,23,1274,22.0,44,0.0,1,0.0
2018-06-04,0,938,21.4,45,0.0,0,0.0
2018-06-04,1,596,20.7,47,0.0,0,0.0
2018-06-04,2,351,20.1,49,0.0,0,0.0
2018-06-04,3,244,19.6,51,0.0,0,0.0
2018-06-04,4,172,19.4,56,0.0,0,0.0
2018-06-04,5,299,19.2,56,0.0,0,0.0
2018-06-04,6,742,18.9,53,0.0,0,0.0
2018-06-04,7,1505,19.5,52,0.0,0,0.0
2018-06-04,8,2287,22.1,44,0.0,0,0.0
2018-06-04,9,1243,23.3,37,0.0,0,0.0
2018-06-04,10,970,25.1,40,0.0,0,0.0
2018-06-04,11,1008,26.1,37,0.0,0,0.0
2018-06-04,12,1152,26.3,36,0.0,0,0.0
2018-06-04,13,1085,27.4,30,0.0,0,0.0
2018-06-04,14,1148,26.5,43,0.0,0,0.0
2018-06-04,15,1249,25.5,43,0.0,0,0.0
2018-06-04,16,1671,25.5,43,0.0,0,0.0
2018-06-04,17,2190,24.9,46,0.0,0,0.0
2018-06-04,18,3380,24.4,48,0.0,0,0.0
2018-06-04,19,2788,23.9,51,0.0,0,0.0
2018-06-04,20,2508,23.4,43,0.0,0,0.0
2018-06-04,21,2377,22.6,62,0.0,0,0.0
2018-06-04,22,2000,22.0,64,0.0,0,0.0
2018-06-04,23,1354,21.4,68,0.0,0,0.0
2018-06-05,0,927,20.5,71,0.0,0,0.0
2018-06-05,1,742,20.0,67,0.0,0,0.0
2018-06-05,2,448,19.7,66,0.0,0,0.0
2018-06-05,3,314,19.1,72,0.0,0,0.0
2018-06-05,4,214,18.5,72,0.0,0,0.0
2018-06-05,5,282,18.1,73,0.0,0,0.0
2018-06-05,6,733,17.8,73,0.0,0,0.0
2018-06-05,7,1602,18.8,64,0.0,0,0.0
2018-06-05,8,2322,21.5,58,0.0,0,0.0
2018-06-05,9,1344,23.5,51,0.0,0,0.0
2018-06-05,10,959,25.5,43,0.0,0,0.0
2018-06-05,11,974,26.8,37,0.0,0,0.0
2018-06-05,12,1111,28.2,35,0.0,0,0.0
2018-06-05,13,1058,28.6,34,0.0,0,0.0
2018-06-05,14,1120,28.9,34,0.0,0,0.0
2018-06-05,15,1250,29.0,38,0.0,0,0.0
2018-06-05,16,1434,28.8,38,0.0,0,0.0
2018-06-05,17,2115,28.1,37,0.0,0,0.0
2018-06-05,18,3227,27.1,40,0.0,0,0.0
2018-06-05,19,2615,25.5,43,0.0,0,0.0
2018-06-05,20,2346,24.0,46,0.0,0,0.0
2018-06-05,21,2404,23.3,51,0.0,0,0.0
2018-06-05,22,2237,22.4,54,0.0,0,0.0
2018-06-05,23,1646,21.9,56,0.0,0,0.0
2018-06-06,0,1268,21.2,60,0.0,0,0.0
2018-06-06,1,1031,20.6,63,0.0,0,0.0
2018-06-06,2,792,20.1,65,0.0,0,0.0
2018-06-06,3,562,19.6,68,0.0,0,0.0
2018-06-06,4,332,19.2,68,0.0,0,0.0
2018-06-06,5,218,18.7,73,0.0,0,0.0
2018-06-06,6,351,18.5,73,0.0,0,0.0
2018-06-06,7,536,19.3,63,0.0,0,0.0
2018-06-06,8,799,21.2,59,0.0,0,0.0
2018-06-06,9,925,22.9,56,0.0,0,0.0
2018-06-06,10,1087,24.3,53,0.0,0,0.0
2018-06-06,11,1152,25.8,52,0.0,0,0.0
2018-06-06,12,1400,27.3,51,0.0,0,0.0
2018-06-06,13,1444,27.3,52,0.0,0,0.0
2018-06-06,14,1603,27.4,50,0.0,0,0.0
2018-06-06,15,1674,27.6,49,0.0,0,0.0
2018-06-06,16,1940,27.9,47,0.0,0,0.0
2018-06-06,17,2104,27.4,48,0.0,0,0.0
2018-06-06,18,2162,26.6,52,0.0,0,0.0
2018-06-06,19,2163,24.9,56,0.0,0,0.0
2018-06-06,20,2145,23.4,64,0.0,0,0.0
2018-06-06,21,1935,22.1,72,0.0,0,0.0
2018-06-06,22,1624,20.8,78,0.0,0,0.0
2018-06-06,23,1251,20.1,77,0.0,0,0.0
2018-06-07,0,978,19.6,82,0.0,0,0.0
2018-06-07,1,606,19.1,86,0.0,0,0.0
2018-06-07,2,418,18.8,88,0.0,0,0.0
2018-06-07,3,275,18.4,88,0.0,0,0.0
2018-06-07,4,191,18.1,88,0.0,0,0.0
2018-06-07,5,288,17.8,91,0.0,0,0.0
2018-06-07,6,716,18.1,88,0.0,0,0.0
2018-06-07,7,1551,18.6,85,0.0,0,0.0
2018-06-07,8,2317,18.9,82,0.0,0,0.0
2018-06-07,9,1342,20.5,73,0.0,0,0.0
2018-06-07,10,914,22.0,69,0.0,0,0.0
2018-06-07,11,967,23.4,62,0.0,0,0.0
2018-06-07,12,1099,25.0,56,0.0,0,0.0
2018-06-07,13,1071,26.7,47,0.0,0,0.0
2018-06-07,14,1116,28.2,44,0.0,0,0.0
2018-06-07,15,1171,29.3,41,0.0,0,0.0
2018-06-07,16,1442,29.3,41,0.0,0,0.0
2018-06-07,17,2002,28.2,51,0.0,0,0.0
2018-06-07,18,3221,25.6,57,0.0,0,0.0
2018-06-07,19,2649,24.0,60,0.0,0,0.0
2018-06-07,20,2278,22.8,67,0.0,0,0.0
2018-06-07,21,2161,21.5,69,0.0,0,0.0
2018-06-07,22,1939,20.9,71,0.0,0,0.0
2018-06-07,23,1290,20.3,77,0.0,0,0.0
2018-06-08,0,926,19.1,82,0.0,0,0.0
2018-06-08,1,769,18.8,84,0.0,0,0.0
2018-06-08,2,525,18.6,84,0.0,0,0.0
2018-06-08,3,365,18.6,83,0.0,0,0.0
2018-06-08,4,255,18.5,82,0.0,0,0.0
2018-06-08,5,299,18.6,81,0.0,0,0.0
2018-06-08,6,744,18.8,78,0.0,0,0.0
2018-06-08,7,1544,19.1,73,0.0,0,0.0
2018-06-08,8,2348,19.7,69,0.0,0,0.0
2018-06-08,9,1283,21.2,62,0.0,0,0.0
2018-06-08,10,1002,21.9,62,0.0,0,0.0
2018-06-08,11,1095,21.9,64,0.0,0,0.0
2018-06-08,12,1256,23.1,56,0.0,0,0.0
2018-06-08,13,1314,24.2,58,0.0,0,0.0
2018-06-08,14,1249,25.0,54,0.0,0,0.0
2018-06-08,15,1416,26.2,51,0.0,0,0.0
2018-06-08,16,1668,26.6,49,0.0,0,0.0
2018-06-08,17,2314,26.9,49,0.0,0,0.0
2018-06-08,18,3309,26.2,54,0.0,0,0.0
2018-06-08,19,2797,24.5,63,0.0,0,0.0
2018-06-08,20,2476,22.6,71,0.0,0,0.0
2018-06-08,21,2337,21.2,77,0.0,0,0.0
2018-06-08,22,2140,20.5,78,0.0,0,0.0
2018-06-08,23,1672,20.0,79,0.0,0,0.0
2018-06-09,0,1247,19.7,83,0.0,1,0.0
2018-06-09,1,1029,19.7,81,0.0,1,0.0
2018-06-09,2,732,19.4,84,0.0,1,0.0
2018-06-09,3,535,19.1,84,0.0,1,0.0
2018-06-09,4,352,19.0,83,0.0,1,0.0
2018-06-09,5,262,19.0,85,0.0,1,0.0
2018-06-09,6,381,19.0,84,0.0,1,0.0
2018-06-09,7,616,20.2,73,0.0,1,0.0
2018-06-09,8,963,21.9,62,0.0,1,0.0
2018-06-09,9,1102,24.0,55,0.0,1,0.0
2018-06-09,10,1156,25.8,49,0.0,1,0.0
2018-06-09,11,1200,27.2,46,0.0,1,0.0
2018-06-09,12,1462,28.2,42,0.0,1,0.0
2018-06-09,13,1583,28.8,42,0.0,1,0.0
2018-06-09,14,1744,30.1,35,0.0,1,0.0
2018-06-09,15,1890,29.6,40,0.0,1,0.0
2018-06-09,16,2297,28.7,40,0.0,1,0.0
2018-06-09,17,2355,28.2,39,0.0,1,0.0
2018-06-09,18,1934,27.3,42,0.0,1,0.0
2018-06-09,19,1058,25.7,47,0.0,1,0.0
2018-06-09,20,246,23.7,62,0.4,1,0.336
2018-06-09,21,225,22.4,72,0.1,1,0.095
2018-06-09,22,776,21.0,75,0.0,1,0.0
2018-06-09,23,766,20.7,66,0.0,1,0.0
2018-06-10,0,483,20.2,66,0.0,1,0.0
2018-06-10,1,375,19.7,71,0.5,1,0.405
2018-06-10,2,162,19.2,69,0.0,1,0.0
2018-06-10,3,150,18.6,78,0.0,1,0.0
2018-06-10,4,174,18.3,72,0.0,1,0.0
2018-06-10,5,138,18.4,70,0.0,1,0.0
2018-06-10,6,216,18.3,71,0.0,1,0.0
2018-06-10,7,313,18.4,68,0.0,1,0.0
2018-06-10,8,619,19.0,65,0.0,1,0.0
2018-06-10,9,786,19.2,65,0.0,1,0.0
2018-06-10,10,942,20.2,62,0.0,1,0.0
2018-06-10,11,1074,21.3,56,0.0,1,0.0
2018-06-10,12,1442,23.2,50,0.0,1,0.0
2018-06-10,13,1752,24.2,48,0.0,1,0.0
2018-06-10,14,1985,24.1,51,0.0,1,0.0
2018-06-10,15,2182,24.8,49,0.0,1,0.0
2018-06-10,16,2333,24.8,51,0.0,1,0.0
2018-06-10,17,2431,24.6,52,0.0,1,0.0
2018-06-10,18,2367,24.1,53,0.0,1,0.0
2018-06-10,19,2267,23.4,55,0.0,1,0.0
2018-06-10,20,2300,22.8,55,0.0,1,0.0
2018-06-10,21,2026,22.1,55,0.0,1,0.0
2018-06-10,22,1634,21.5,55,0.0,1,0.0
2018-06-10,23,1191,20.9,56,0.0,1,0.0
2018-06-11,0,918,20.3,58,0.0,0,0.0
2018-06-11,1,555,19.8,59,0.0,0,0.0
2018-06-11,2,353,19.2,60,0.0,0,0.0
2018-06-11,3,232,18.8,61,0.0,0,0.0
2018-06-11,4,194,18.8,60,0.0,0,0.0
2018-06-11,5,324,18.8,61,0.0,0,0.0
2018-06-11,6,807,18.6,61,0.0,0,0.0
2018-06-11,7,1629,19.1,59,0.0,0,0.0
2018-06-11,8,2375,20.7,55,0.0,0,0.0
2018-06-11,9,1307,22.2,48,0.0,0,0.0
2018-06-11,10,992,23.7,47,0.0,0,0.0
2018-06-11,11,1107,23.2,52,0.0,0,0.0
2018-06-11,12,1204,23.2,52,0.0,0,0.0
2018-06-11,13,1033,23.7,49,0.0,0,0.0
2018-06-11,14,1075,23.9,47,0.0,0,0.0
2018-06-11,15,1240,22.2,60,0.0,0,0.0
2018-06-11,16,1220,22.0,60,0.0,0,0.0
2018-06-11,17,1475,20.7,72,0.0,0,0.0
2018-06-11,18,1491,19.8,80,0.0,0,0.0
2018-06-11,19,873,19.4,85,0.5,0,0.405
2018-06-11,20,1280,19.1,84,0.0,0,0.0
2018-06-11,21,1647,19.0,82,0.0,0,0.0
2018-06-11,22,1117,19.0,76,0.0,0,0.0
2018-06-11,23,384,18.2,93,3.5,0,1.504
2018-06-12,0,470,18.0,94,1.0,0,0.693
2018-06-12,1,454,17.7,92,0.0,0,0.0
2018-06-12,2,385,17.7,87,0.0,0,0.0
2018-06-12,3,206,17.5,87,0.0,0,0.0
2018-06-12,4,144,17.5,84,0.0,0,0.0
2018-06-12,5,296,17.2,87,0.0,0,0.0
2018-06-12,6,740,16.7,85,0.0,0,0.0
2018-06-12,7,1573,17.1,77,0.0,0,0.0
2018-06-12,8,2495,19.0,67,0.0,0,0.0
2018-06-12,9,1317,21.1,60,0.0,0,0.0
2018-06-12,10,971,22.1,53,0.0,0,0.0
2018-06-12,11,1092,22.9,54,0.0,0,0.0
2018-06-12,12,1202,24.0,51,0.0,0,0.0
2018-06-12,13,1215,25.7,46,0.0,0,0.0
2018-06-12,14,1246,25.6,45,0.0,0,0.0
2018-06-12,15,1427,26.2,42,0.0,0,0.0
2018-06-12,16,1714,26.2,47,0.0,0,0.0
2018-06-12,17,2270,26.4,47,0.0,0,0.0
2018-06-12,18,3404,24.9,53,0.0,0,0.0
2018-06-12,19,2873,23.1,58,0.0,0,0.0
2018-06-12,20,2579,21.6,62,0.0,0,0.0
2018-06-12,21,2505,20.6,70,0.0,0,0.0
